cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength,cement_slag,cement_ash,water_fineagg,ash_superplastic
0.0897260273972603,0.5898720089037285,0.0,0.652555910543131,0.0,0.4965116279069766,0.3876066231811339,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.1527397260273972,0.117417918753478,0.6211894052973513,0.2915335463258787,0.3354037267080745,0.8133720930232556,0.5072754641244356,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.3378995433789954,0.0,0.4782608695652174,0.5239616613418531,0.170807453416149,0.4531976744186046,0.6703462117410939,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.3744292237442922,0.3171953255425709,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,1,4,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.1205479452054794,0.5102949360044519,0.0,0.5710862619808308,0.2826086956521739,0.7162790697674422,0.2576517812343202,1,1,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.3493150684931507,0.0,0.0,0.560702875399361,0.0,0.2581395348837208,0.8805820371299548,3,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.147945205479452,0.6961602671118531,0.0,0.652555910543131,0.0,0.5075581395348838,0.2473657802308078,1,1,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.3410958904109589,0.0,0.5912043978010995,0.5327476038338659,0.1987577639751552,0.6610465116279073,0.4106874059207226,2,3,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.4429223744292237,0.0,0.0,0.560702875399361,0.0,0.8255813953488372,0.4290015052684395,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.1210045662100456,0.5119643850862549,0.7146426786606697,0.5766773162939297,0.2795031055900621,0.2296511627906976,0.2634219769192172,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.1136986301369863,0.4955481357818587,0.6931534232883558,0.3650159744408945,0.5683229813664596,0.4156976744186046,0.2523833416959358,1,3,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.1621004566210045,0.3227601558152476,0.0,0.560702875399361,0.0,0.4238372093023254,0.6593075765178122,1,1,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.6461187214611872,0.0,0.0,0.512779552715655,0.0,0.4796511627906977,0.4239839438033115,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.3093607305936073,0.6608235948803561,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.1484018264840182,0.52031163049527,0.974512743628186,0.5047923322683706,0.217391304347826,0.2819767441860465,0.1053687907676869,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.2552511415525114,0.2729549248747913,0.1224387806096951,0.4784345047923322,0.2080745341614906,0.7703488372093024,0.4804315102860009,4,4,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.3093607305936073,0.6608235948803561,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,1,3,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.5342465753424658,0.0,0.0,0.4808306709265176,0.093167701863354,0.5377906976744186,0.5594581033617662,1,4,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.2025114155251141,0.0,0.6266866566716642,0.3218849840255591,0.2422360248447204,0.8401162790697675,0.5268439538384345,1,1,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.4810502283105022,0.0,0.0,0.4496805111821086,0.248447204968944,0.5776162790697675,0.572503763171099,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.2915525114155251,0.0,0.5907046476761619,0.5862619808306708,0.1894409937888198,0.6601744186046509,0.4104365278474661,1,1,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.2876712328767123,0.9518642181413468,0.0,0.5103833865814695,0.0,0.4499999999999998,0.2014550928248869,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.3059360730593607,0.4368391764051196,0.0,0.560702875399361,0.0,0.4988372093023256,0.3891118916206724,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.0684931506849315,0.5759599332220368,0.8045977011494253,0.4568690095846645,0.15527950310559,0.191860465116279,0.3562468640240843,1,3,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.5228310502283106,0.0,0.0,0.560702875399361,0.0,0.6511627906976745,0.569493226292022,1,3,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.4748858447488584,0.3978853644963829,0.0,0.3690095846645367,0.3105590062111801,0.3284883720930232,0.5268439538384345,1,4,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.4611872146118721,0.211463550361714,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,3,4,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.7374429223744292,0.2957707289927657,0.0,0.2531948881789138,0.5124223602484471,0.148546511627907,0.7353236327145007,3,5,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.1463470319634703,0.0,0.8160919540229886,0.4369009584664536,0.139751552795031,0.7488372093023253,0.4668840943301556,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.3493150684931507,0.2754590984974958,0.3848075962018991,0.536741214057508,0.186335403726708,0.3430232558139535,0.3888610135474159,1,3,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.541095890410959,0.0,0.0,0.6006389776357828,0.0,0.4854651162790697,0.4691419969894631,1,3,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.8515981735159818,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,1,3,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.0997716894977168,0.4802448525319978,0.0,0.4800319488817892,0.1055900621118012,0.5372093023255813,0.5589563472152532,1,2,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.4817351598173516,0.4034501947690596,0.0,0.0415335463258786,0.248447204968944,0.5784883720930233,0.572002007024586,1,4,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.5228310502283106,0.0,0.0,0.560702875399361,0.0,0.6511627906976745,0.569493226292022,3,3,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
0.1735159817351598,0.3611574846967168,0.592703648175912,0.4640575079872205,0.1118012422360248,0.5997093023255813,0.383341695935775,1,3,-0.01576416304189693,-0.0303307140226128,-0.015460960903517095,0.022399119498482785
